objectid,collectionid,display_template,parentid,pres_file,sequence,filename,newphoto_filename,object_location,juxt_object_location,image_alt_text,image_small,juxt_image_small,image_thumb,juxt_image_thumb,object_transcript,object_pdf,title,ark,aviary_id,avian_id,uid,call_number,archival_collection,other_collection,finding_aid_ark,archival_series_title,folder_title,box,folder_num,contributing_institution,contributing_institution_uri,personal_creator,personal_creator_uri,corporate_creator,corporate_creator_uri,interviewee,interviewee_uri,interviewer,interviewer_uri,personal_contributor,personal_contributor_uri,corporate_contributor,corporate_contributor_uri,description,disclaimer,language,chronological_subject,personal_name_subject,personal_name_subject_uri,corporate_name_subject,corporate_name_subject_uri,subject,subject_uri,location,location_uri,latitude,longitude,geodetic_datum,conservation_note,accessibility_note,accessibility_uri,extent,medium,medium_uri,genre,genre_uri,type,format,rights,rightsstatement,date,date_digital,publisher,publisher_uri,issuance,issuance_start,issuance_end,frequency,digital_collection,digital_collection_ark,relation,relation_uri,digital_origin,staff_notes,start_date,end_date,timeline_title,timeline_text
universityphotographs1561,universityphotographs,image,,RS-4-8-I_Library_259-01-01.tif,0,rs-4-8-i_library_259-01-01.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/rs-4-8-i_library_259-01-01.jpg,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/rs-4-8-i_library_259-01-01_sm.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/rs-4-8-i_library_259-01-01_th.jpg,,,,Dr. Garcia and Dianne Hurst standing outside the rotunda (south) entrance to the 1st library addition,https://n2t.net/ark:/87292/w92j68508,,,,RS 4/8,"Iowa State University. Facilities Planning and Management records, 1859-2015",,https://n2t.net/ark:/87292/w9cx82,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State University,http://id.loc.gov/authorities/names/n81041658,,,,,,,,,Dr. Garcia is escorting Diane Hurst to the entrance of the library as part of a tour of points of interest on the campus.,,zxx,,,,Iowa State University;Iowa State University. Library,http://id.loc.gov/authorities/names/n81041658;http://id.loc.gov/authorities/names/n82160893,,,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph,,,photographs,https://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,,2008-03,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital,,,,,
universityphotographs1562,universityphotographs,image,,RS-4-8-I_Library_259-01-02.tif,0,rs-4-8-i_library_259-01-02.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/rs-4-8-i_library_259-01-02.jpg,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/rs-4-8-i_library_259-01-02_sm.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/rs-4-8-i_library_259-01-02_th.jpg,,,,North side of 2nd library addition construction,https://n2t.net/ark:/87292/w9xs5jh58,,,,RS 4/8,"Iowa State University. Facilities Planning and Management records, 1859-2015",,https://n2t.net/ark:/87292/w9cx82,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State University,http://id.loc.gov/authorities/names/n81041658,,,,,,,,,A woman is walking on the snow-cleared sidewalk along the north side of the 2nd addition construction. Scaffolding is still visible on the left. Two men are walking in the driveway on the west side of the addition.,,zxx,,,,Iowa State University;Iowa State University. Library,http://id.loc.gov/authorities/names/n81041658;http://id.loc.gov/authorities/names/n82160893,,,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph,,,photographs,https://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1969,2012-08,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital,,,,,
universityphotographs1565,universityphotographs,image,,RS-4-8-I_Library_259-02-01.tif,0,rs-4-8-i_library_259-02-01.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/rs-4-8-i_library_259-02-01.jpg,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/rs-4-8-i_library_259-02-01_sm.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/rs-4-8-i_library_259-02-01_th.jpg,,,,Model of 3rd library addition,https://n2t.net/ark:/87292/w9jh3d31c,,,,RS 4/8,"Iowa State University. Facilities Planning and Management records, 1859-2015",,https://n2t.net/ark:/87292/w9cx82,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State University,http://id.loc.gov/authorities/names/n81041658,,,,,,,,,A scale model of what the new 3rd addition to the library will look like.,,zxx,,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph,,,photographs,https://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1980,2012-08,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital,,,,,
universityphotographs1567,universityphotographs,image,,RS-4-8-I_Library_259-02-03.tif,0,rs-4-8-i_library_259-02-03.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/rs-4-8-i_library_259-02-03.jpg,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/rs-4-8-i_library_259-02-03_sm.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/rs-4-8-i_library_259-02-03_th.jpg,,,,"South view of the 3rd library addition construction, 1981",https://n2t.net/ark:/87292/w9930nv7k,,,,RS 4/8,"Iowa State University. Facilities Planning and Management records, 1859-2015",,https://n2t.net/ark:/87292/w9cx82,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State University,http://id.loc.gov/authorities/names/n81041658,,,,,,,,,Scaffolding surrounds the south view of the 3rd addition construction.,,zxx,,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph,,,photographs,https://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1981-07-30,2008-03,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital,,,,,
universityphotographs1568,universityphotographs,image,,RS-4-8-I_Library_259-03-01.tif,0,rs-4-8-i_library_259-03-01.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/rs-4-8-i_library_259-03-01.jpg,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/rs-4-8-i_library_259-03-01_sm.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/rs-4-8-i_library_259-03-01_th.jpg,,,,"Dedication ceremony for the 3rd addition, 1984",https://n2t.net/ark:/87292/w9599z24s,,,,RS 4/8,"Iowa State University. Facilities Planning and Management records, 1859-2015",,https://n2t.net/ark:/87292/w9cx82,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State University,http://id.loc.gov/authorities/names/n81041658,,,,,,,,,The university community is gathered outside for the dedication of the 3rd addition to the library. A man is speaking at the podium. To the right of the podium is the covered portrait of Dr. Robert Parks which was unveiled at the ceremony.,,zxx,,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph,,,photographs,https://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1984-06-08,2012-08,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital,,,,,
universityphotographs1569,universityphotographs,image,,RS-4-8-I_Library_259-03-02.tif,0,rs-4-8-i_library_259-03-02.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/rs-4-8-i_library_259-03-02.jpg,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/rs-4-8-i_library_259-03-02_sm.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/rs-4-8-i_library_259-03-02_th.jpg,,,,Newly finished 3rd addition to the library,https://n2t.net/ark:/87292/w91j97801,,,,RS 4/8,"Iowa State University. Facilities Planning and Management records, 1859-2015",,https://n2t.net/ark:/87292/w9cx82,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State University,http://id.loc.gov/authorities/names/n81041658,,,,,,,,,The main (south) entrance is shown on the newly finished 3rd addition to the library.,,zxx,,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph,,,photographs,https://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1980,2008-03,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital,,,,,
universityphotographs1570,universityphotographs,image,,RS-4-8-I_Library_259-03-03.tif,0,rs-4-8-i_library_259-03-03.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/rs-4-8-i_library_259-03-03.jpg,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/rs-4-8-i_library_259-03-03_sm.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/rs-4-8-i_library_259-03-03_th.jpg,,,,"Left-sided Angel sculpture designed by Stephen DeStaebler, 1986",https://n2t.net/ark:/87292/w9ws8hm4j,,,,RS 4/8,"Iowa State University. Facilities Planning and Management records, 1859-2015",,https://n2t.net/ark:/87292/w9cx82,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State University,http://id.loc.gov/authorities/names/n81041658,,,,,,,,,"The ""Left-sided Angel"", a 465-pound cast bronze sculpture, stands eight feet high on a six foot pedestal outside the entrance to the library. In 1986 Stephen DeStaebler, a Midwest-born artist living in Berkeley, California, created the figure with limbs missing from its right side to symbolize the fragility of the human condition.",,zxx,,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,Sculpture,http://id.worldcat.org/fast/1109483,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph,,,photographs,https://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1986,2012-08,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital,,,,,
universityphotographs1586,universityphotographs,image,,RS-25-1-A_Kuhn_2040-04-01-03.tif,0,rs-25-1-a_kuhn_2040-04-01-03.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/rs-25-1-a_kuhn_2040-04-01-03.jpg,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/rs-25-1-a_kuhn_2040-04-01-03_sm.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/rs-25-1-a_kuhn_2040-04-01-03_th.jpg,,,,"Warren B. Kuhn showing microfilm and book storing methods, 1967",https://n2t.net/ark:/87292/w9tt4ft4m,,,,RS 25/1,Iowa State University. Library records,,https://n2t.net/ark:/87292/w9fv4g,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State University,http://id.loc.gov/authorities/names/n81041658,,,,,,,,,"Warren B. Kuhn, Dean of the Library, is showing a reel of microfilm. Boxes of microfilm, an envelope of microfiche, and pam boxes with micro-opaques are displayed on the book truck.",,zxx,,,,Iowa State University;Iowa State University. Library,http://id.loc.gov/authorities/names/n81041658;http://id.loc.gov/authorities/names/n82160893,,,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph; 7.3 x 5.6 cm,,,photographs,https://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1967,2012-08,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital,,,,,
universityphotographs1601,universityphotographs,image,,RS-25-1-A_Robert W Orr_2041-03-03.tif,0,rs-25-1-a_robert_w_orr_2041-03-03.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/rs-25-1-a_robert_w_orr_2041-03-03.jpg,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/rs-25-1-a_robert_w_orr_2041-03-03_sm.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/rs-25-1-a_robert_w_orr_2041-03-03_th.jpg,,,,"Portrait, Robert W. Orr, 1946",https://n2t.net/ark:/87292/w9wp9t70r,,,,RS 25/1,Iowa State University. Library records,,https://n2t.net/ark:/87292/w9fv4g,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State University,http://id.loc.gov/authorities/names/n81041658,,,,,,,,,"Robert W. Orr, Professor and Director of Libraries, is shown in this portrait taken in 1946.",,zxx,,,,Iowa State University;Iowa State University. Library,http://id.loc.gov/authorities/names/n81041658;http://id.loc.gov/authorities/names/n82160893,,,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph; 8.7 x 11.9 cm,,,photographs,https://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1946,2008-04,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital,,1946,,New Library Director,Robert Orr was named the new Director of the Library
universityphotographs1619,universityphotographs,image,,RS-25-1-E_Library_2043-06-01.tif,0,rs-25-1-e_library_2043-06-01.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/rs-25-1-e_library_2043-06-01.jpg,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/rs-25-1-e_library_2043-06-01_sm.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/rs-25-1-e_library_2043-06-01_th.jpg,,,,Dean Warren Kuhn leading a tour,https://n2t.net/ark:/87292/w9k649t2m,,,,RS 25/1,Iowa State University. Library records,,https://n2t.net/ark:/87292/w9fv4g,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State University,http://id.loc.gov/authorities/names/n81041658,,,,,,,,,Dean Warren Kuhn is leading a tour of the in progress extension of the third addition to the library.,,zxx,,,,Iowa State University;Iowa State University. Library,http://id.loc.gov/authorities/names/n81041658;http://id.loc.gov/authorities/names/n82160893,,,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph; 11.9 x 16.6 cm,,,photographs,https://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,,2012-08,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital,,,,,
universityphotographs1630,universityphotographs,image,,RS-25-1-O_LibraryArt_2040-01-01.tif,0,rs-25-1-o_libraryart_2040-01-01.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/rs-25-1-o_libraryart_2040-01-01.jpg,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/rs-25-1-o_libraryart_2040-01-01_sm.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/rs-25-1-o_libraryart_2040-01-01_th.jpg,,,,Christian Petersen's Sculpture: Library Boy and Girl,https://n2t.net/ark:/87292/w9513tw5b,,,,RS 25/1,Iowa State University. Library records,,https://n2t.net/ark:/87292/w9fv4g,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State University,http://id.loc.gov/authorities/names/n81041658,,,,,,,,,Christian Petersen's Sculpture: Library Boy and Girl appears in close-up view with the boy in the foreground and the girl in the background.,,zxx,,,,Iowa State University;Iowa State University. Library,http://id.loc.gov/authorities/names/n81041658;http://id.loc.gov/authorities/names/n82160893,,,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph; 11.1 x 18.1 cm,,,photographs,https://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,,2008-03,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital,,1944,,Christian Peterson's Sculptures,"Sculptor and Iowa State artist-in-residence Christian Petersen completed “Library Boy and Girl” sculptures, featured in the Library’s rotunda in the original building."
universityphotographs1631,universityphotographs,image,,RS-25-1-O_LibraryArt_2040-01-02.tif,0,rs-25-1-o_libraryart_2040-01-02.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/rs-25-1-o_libraryart_2040-01-02.jpg,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/rs-25-1-o_libraryart_2040-01-02_sm.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/rs-25-1-o_libraryart_2040-01-02_th.jpg,,,,Grant Wood Mural: Other Arts Follow Engineering Panel,https://n2t.net/ark:/87292/w91834310,,,,RS 25/1,Iowa State University. Library records,,https://n2t.net/ark:/87292/w9fv4g,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State University,http://id.loc.gov/authorities/names/n81041658,,,,,,,,,"A standing individual is facing the Engineering Panel of the Grant Wood Mural, Other Arts Follow.",,zxx,,,,Iowa State University;Iowa State University. Library,http://id.loc.gov/authorities/names/n81041658;http://id.loc.gov/authorities/names/n82160893,,,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph; 19 x 24 cm,,,photographs,https://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,,2008-03,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital,,,,,
universityphotographs1634,universityphotographs,image,,RS-25-3-A_Kehlenbeck_2046-03-01.tif,0,rs-25-3-a_kehlenbeck_2046-03-01.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/rs-25-3-a_kehlenbeck_2046-03-01.jpg,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/rs-25-3-a_kehlenbeck_2046-03-01_sm.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/rs-25-3-a_kehlenbeck_2046-03-01_th.jpg,,,,"Dorothy Kehlenbeck, 1954",https://n2t.net/ark:/87292/w9n00zt6f,,,,RS 25/3,Iowa State University. Library Reference and Instruction records,,https://n2t.net/ark:/87292/w9t51v,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State University,http://id.loc.gov/authorities/names/n81041658,,,,,,,,,"Mrs. Dorothy Kehlenbeck, Curator of the College Historical Collection is seated at a desk using a typewriter.",,zxx,,,,Iowa State University;Iowa State University. Library,http://id.loc.gov/authorities/names/n81041658;http://id.loc.gov/authorities/names/n82160893,,,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph; 11.7 x 16.3 cm,,,photographs,https://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1954,2008-03,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital,,,,,
universityphotographs1640,universityphotographs,image,,RS-25-3-E_Library_2046-02-01-02.tif,0,rs-25-3-e_library_2046-02-01-02.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/rs-25-3-e_library_2046-02-01-02.jpg,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/rs-25-3-e_library_2046-02-01-02_sm.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/rs-25-3-e_library_2046-02-01-02_th.jpg,,,,"William Robert Parks, 1974",https://n2t.net/ark:/87292/w9vh5cj4s,,,,RS 25/3,Iowa State University. Library Reference and Instruction records,,https://n2t.net/ark:/87292/w9t51v,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State University,http://id.loc.gov/authorities/names/n81041658,,,,,,,,,"William Robert Parks,Warren Kuhn and library staff members pose with the one millionth book acquired by the library.",,zxx,,,,Iowa State University;Iowa State University. Library,http://id.loc.gov/authorities/names/n81041658;http://id.loc.gov/authorities/names/n82160893,,,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph; 7.2 x 5.5 cm,,,photographs,https://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1974-10-20,2012-08,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital,,,,,
universityphotographs1643,universityphotographs,image,,RS-25-3-E_Library_2046-02-01-10.tif,0,rs-25-3-e_library_2046-02-01-10.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/rs-25-3-e_library_2046-02-01-10.jpg,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/rs-25-3-e_library_2046-02-01-10_sm.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/rs-25-3-e_library_2046-02-01-10_th.jpg,,,,"One millionth book celebration, 1974",https://n2t.net/ark:/87292/w9gb1xh5s,,,,RS 25/3,Iowa State University. Library Reference and Instruction records,,https://n2t.net/ark:/87292/w9t51v,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State University,http://id.loc.gov/authorities/names/n81041658,,,,,,,,,Guests at the one millionth book celebration are examining the volume.,,zxx,,,,Iowa State University;Iowa State University. Library,http://id.loc.gov/authorities/names/n81041658;http://id.loc.gov/authorities/names/n82160893,,,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph; 6.3 x 5.5 cm,,,photographs,https://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1974-10-20,2012-08,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital,,,,,
universityphotographs1647,universityphotographs,image,,RS-25-3-E_Library_2047-02-01.tif,0,rs-25-3-e_library_2047-02-01.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/rs-25-3-e_library_2047-02-01.jpg,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/rs-25-3-e_library_2047-02-01_sm.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/rs-25-3-e_library_2047-02-01_th.jpg,,,,"Video taping library instruction, 1981",https://n2t.net/ark:/87292/w9z892f8p,,,,RS 25/3,Iowa State University. Library Reference and Instruction records,,https://n2t.net/ark:/87292/w9t51v,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State University,http://id.loc.gov/authorities/names/n81041658,,,,,,,,,One person is using a video camera to record another person who is seated at a desk.,,zxx,,,,Iowa State University;Iowa State University. Library,http://id.loc.gov/authorities/names/n81041658;http://id.loc.gov/authorities/names/n82160893,Students,http://id.worldcat.org/fast/1136041,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph; 16.5 x 11.1 cm,,,photographs,https://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1981,2012-08,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital,,,,,
